CpG_id	intercept	f	pval	qval	CpG_id	geneSymbol	posDesc	chr	start	end	CpG_id	beta(AD)	beta(Normal)	Delta beta
cg24818939	0.0	0.0	0.00421001652463432	0.0	cg24818939	GPRASP1	TSS200	X	101906109	101906232		0.0	0.0	0.0	
cg04388383	0.0	0.0	0.00421044243455792	0.0	cg04388383	LAS1L	TSS1500	X	64754908	64755031		0.0	0.0	0.0	
cg19056391	0.0	0.0	0.00421181610765927	0.0	cg19056391	EFNB1	TSS1500	X	68047992	68048115		0.0	0.0	0.0	
cg08663085	0.0	0.0	0.0042294071971713	0.0	cg08663085	LOC100272228	TSS200	X	149106624	149106747		0.0	0.0	0.0	
cg13616735	0.0	0.0	0.0042315426201064	0.0	cg13616735	CNKSR2	TSS1500	X	21392334	21392457		0.0	0.0	0.0	
cg05127178	0.0	0.0	0.00423274211428096	0.0	cg05127178	MAGED1	TSS1500	X	51636111	51636234		0.0	0.0	0.0	
cg15511490	0.0	0.0	0.00423583910211252	0.0	cg15511490	SPACA5	TSS200	X	139846769	139846892		0.0	0.0	0.0	
cg01426558	0.0	0.0	0.00424011008526183	0.0	cg01426558	DDX3Y	TSS1500	Y	15015682	15015805		0.0	0.0	0.0	
cg21899276	0.0	0.0	0.00424044656913918	0.0	cg21899276	ARMCX6	TSS200	X	100872999	100873122		0.0	0.0	0.0	
cg15231886	0.0	0.0	0.00424535691367836	0.0	cg15231886	UTP14A	TSS1500	X	129039863	129039986		0.0	0.0	0.0	
cg24195365	0.0	0.0	0.00424852491027181	0.0	cg24195365	MSL3	TSS200	X	11776256	11776379		0.0	0.0	0.0	
cg07086565	0.0	0.0	0.0042554290283199	0.0	cg07086565	TMEM187	TSS1500	X	153236942	153237065		0.0	0.0	0.0	
cg18110168	0.0	0.0	0.00426382001427577	0.0	cg18110168	SHROOM4	TSS200	X	50557055	50557178		0.0	0.0	0.0	
cg06162422	0.0	0.0	0.00426684137587876	0.0	cg06162422	HNRNPH2	TSS200	X	100663051	100663174		0.0	0.0	0.0	
cg13918312	0.0	0.0	0.00426982737490596	0.0	cg13918312	ZDHHC9	TSS1500	X	128977954	128978077		0.0	0.0	0.0	
cg01108554	0.0	0.0	0.00427471232345058	0.0	cg01108554	SLC25A14	TSS1500	X	129473637	129473760		0.0	0.0	0.0	
cg13540126	0.0	0.0	0.00429197909804591	0.0	cg13540126	TMEM164	TSS200	X	51453843	51453966		0.0	0.0	0.0	
cg20793193	0.0	0.0	0.00430741992034397	0.0	cg20793193	SYP	TSS1500	X	49056861	49056984		0.0	0.0	0.0	
cg09598844	0.0	0.0	0.00431804453730327	0.0	cg09598844	MORF4L2	TSS200	X	102941788	102941911		0.0	0.0	0.0	
cg08435532	0.0	0.0	0.00432044014599425	0.0	cg08435532	ZNF674	TSS1500	X	46405451	46405574		0.0	0.0	0.0	
cg08118032	0.0	0.0	0.00432315109358844	0.0	cg08118032	ZNF673	TSS200	X	46306550	46306673		0.0	0.0	0.0	
cg24328927	0.0	0.0	0.0043280443968186	0.0	cg24328927	PNMA3	TSS200	X	152224686	152224809		0.0	0.0	0.0	
cg06408185	0.0	0.0	0.00433140118917782	0.0	cg06408185	CDKL5	TSS200	X	18443714	18443837		0.0	0.0	0.0	
cg08785133	0.0	0.0	0.00433634410514569	0.0	cg08785133	PORCN	TSS200	X	48367193	48367316		0.0	0.0	0.0	
cg16680922	0.0	0.0	0.00433701831576832	0.0	cg16680922	ACOT9	TSS200	X	23761492	23761615		0.0	0.0	0.0	
cg16510200	0.0	0.0	0.00433725683905138	0.0	cg16510200	HCCS	TSS200	X	11129336	11129459		0.0	0.0	0.0	
cg14533874	0.0	0.0	0.00434872140012552	0.0	cg14533874	PHF8	TSS1500	X	54071285	54071408		0.0	0.0	0.0	
cg14029201	0.0	0.0	0.00435604739714367	0.0	cg14029201	ZNF75D	TSS1500	X	134478785	134478908		0.0	0.0	0.0	
cg02032561	0.0	0.0	0.00437485434486358	0.0	cg02032561	ZNF449	TSS1500	X	134478461	134478584		0.0	0.0	0.0	
cg17517993	0.0	0.0	0.00437168190825206	0.0	cg17517993	ZNF449	TSS200	X	134478564	134478687		0.0	0.0	0.0	
cg22817042	0.0	0.0	0.00437874128508407	0.0	cg22817042	IL13RA1	TSS200	X	117861413	117861536		0.0	0.0	0.0	
cg02842889	0.0	0.0	0.00438802480402503	0.0	cg02842889	ZFY	TSS1500	Y	2803127	2803250		0.0	0.0	0.0	
cg10912974	0.0	0.0	0.00440267101630125	0.0	cg10912974	TMEM185A	TSS200	X	148713660	148713783		0.0	0.0	0.0	
cg04026379	0.0	0.0	0.00440774433912452	0.0	cg04026379	RPL36A	TSS200	X	47483043	47483166		0.0	0.0	0.0	
cg17122979	0.0	0.0	0.00441287391944214	0.0	cg17122979	TBC1D25	TSS200	X	48397915	48398038		0.0	0.0	0.0	
cg02902015	0.0	0.0	0.00441371384825414	0.0	cg02902015	WNK3	TSS1500	X	129194509	129194632		0.0	0.0	0.0	
cg00917018	0.0	0.0	0.00441598949319385	0.0	cg00917018	LDOC1	TSS1500	X	140271549	140271672		0.0	0.0	0.0	
cg05453458	0.0	0.0	0.00442259826997755	0.0	cg05453458	ARMCX3	TSS200	X	100878340	100878463		0.0	0.0	0.0	
cg11902811	0.0	0.0	0.00442468443795548	0.0	cg11902811	SLC25A14	TSS200	X	129473879	129474002		0.0	0.0	0.0	
cg27309655	0.0	0.0	0.00442825620421858	0.0	cg27309655	DCAF12L2	TSS200	X	125300082	125300205		0.0	0.0	0.0	
cg01915804	0.0	0.0	0.00445044440456506	0.0	cg01915804	TAF9B	TSS200	X	77395258	77395381		0.0	0.0	0.0	
cg04029664	0.0	0.0	0.00445577508847371	0.0	cg04029664	KLHL13	TSS200	X	117250962	117251085		0.0	0.0	0.0	
cg13645300	0.0	0.0	0.00445528023560109	0.0	cg13645300	PLP2	TSS1500	X	49027939	49028062		0.0	0.0	0.0	
cg15858894	0.0	0.0	0.00445545616649361	0.0	cg15858894	GRIPAP1	TSS200	X	48858776	48858899		0.0	0.0	0.0	
cg14741114	0.0	0.0	0.00445698553457406	0.0	cg14741114	TTTY15	TSS200	Y	14774198	14774321		0.0	0.0	0.0	
cg19392138	0.0	0.0	0.00446359244544677	0.0	cg19392138	ZNF75D	TSS1500	X	134479169	134479292		0.0	0.0	0.0	
cg15183843	0.0	0.0	0.00446649238165257	0.0	cg15183843	EIF1AY	TSS200	Y	14529720	14529843		0.0	0.0	0.0	
cg09624684	0.0	0.0	0.00447356853201416	0.0	cg09624684	ZNF275	TSS200	X	152599453	152599576		0.0	0.0	0.0	
cg22484503	0.0	0.0	0.00447978570198373	0.0	cg22484503	VMA21	TSS1500	X	150565302	150565425		0.0	0.0	0.0	
cg13489005	0.0	0.0	0.00449202855447885	0.0	cg13489005	ARHGEF9	TSS200	X	62975162	62975285		0.0	0.0	0.0	
cg15715844	0.0	0.0	0.00449880132450534	0.0	cg15715844	PGRMC1	TSS1500	X	118369789	118369912		0.0	0.0	0.0	
cg25375329	0.0	0.0	0.00451682002739177	0.0	cg25375329	RNF113A	TSS1500	X	119006108	119006231		0.0	0.0	0.0	
cg24035229	0.0	0.0	0.0045193552882142	0.0	cg24035229	BCORL1	TSS1500	X	129115416	129115539		0.0	0.0	0.0	
cg17337021	0.0	0.0	0.00453095633698704	0.0	cg17337021	IDS	TSS200	X	148586983	148587106		0.0	0.0	0.0	
cg02116333	0.0	0.0	0.00453270063682337	0.0	cg02116333	HSD17B10	TSS200	X	53461433	53461556		0.0	0.0	0.0	
cg24658899	0.0	0.0	0.00454078740821558	0.0	cg24658899	DLG3	TSS200	X	69664580	69664703		0.0	0.0	0.0	
cg04763286	0.0	0.0	0.004563418582106	0.0	cg04763286	AR	TSS1500	X	128812388	128812511		0.0	0.0	0.0	
cg05206294	0.0	0.0	0.00456728354874507	0.0	cg05206294	UBE2A	TSS200	X	118708375	118708498		0.0	0.0	0.0	
cg26817974	0.0	0.0	0.00457216891873806	0.0	cg26817974	RAP2C	TSS200	X	131352376	131352499		0.0	0.0	0.0	
cg16822572	0.0	0.0	0.00457838191550023	0.0	cg16822572	PIM2	TSS200	X	48776486	48776609		0.0	0.0	0.0	
cg16949923	0.0	0.0	0.0045825041048264	0.0	cg16949923	TIMM8A	TSS200	X	100603782	100603905		0.0	0.0	0.0	
cg14332086	0.0	0.0	0.00458448219163562	0.0	cg14332086	PQBP1	TSS1500	X	48755145	48755268		0.0	0.0	0.0	
cg01556010	0.0	0.0	0.00458553417267369	0.0	cg01556010	UPRT	TSS200	X	74493847	74493970		0.0	0.0	0.0	
cg06149454	0.0	0.0	0.00459998205475688	0.0	cg06149454	MTM1	TSS1500	X	149533026	149533149		0.0	0.0	0.0	
cg17291758	0.0	0.0	0.00460052661267748	0.0	cg17291758	GRIPAP1	TSS1500	X	48858921	48859044		0.0	0.0	0.0	
cg03732411	0.0	0.0	0.00460112354900788	0.0	cg03732411	FAM123B	TSS200	X	136134475	136134598		0.0	0.0	0.0	
cg09460641	0.0	0.0	0.00461080320594933	0.0	cg09460641	TSPY3	TSS1500	Y	9385586	9385709		0.0	0.0	0.0	
cg14214586	0.0	0.0	0.00461338831542905	0.0	cg14214586	WDR44	TSS200	X	117479910	117480033		0.0	0.0	0.0	
cg02540826	0.0	0.0	0.00461429484388647	0.0	cg02540826	PHKA2	TSS200	X	19002582	19002705		0.0	0.0	0.0	
cg16409172	0.0	0.0	0.00461776432527901	0.0	cg16409172	LOC729609	TSS1500	X	20008364	20008487		0.0	0.0	0.0	
cg06510592	0.0	0.0	0.00462788389759322	0.0	cg06510592	CXorf39	TSS200	X	103411278	103411401		0.0	0.0	0.0	
cg15788661	0.0	0.0	0.00462380259177441	0.0	cg15788661	FAM155B	TSS1500	X	68724275	68724398		0.0	0.0	0.0	
cg06041068	0.0	0.0	0.00462814352100889	0.0	cg06041068	BCAP31	TSS1500	X	152990341	152990464		0.0	0.0	0.0	
cg04027312	0.0	0.0	0.0046284846066429	0.0	cg04027312	SLC9A7	TSS200	X	46618632	46618755		0.0	0.0	0.0	
cg09804407	0.0	0.0	0.0046335649744356	0.0	cg09804407	NLGN4Y	TSS1500	Y	16733251	16733374		0.0	0.0	0.0	
cg05128824	0.0	0.0	0.00465108066613791	0.0	cg05128824	DDX3Y	TSS1500	Y	15015176	15015299		0.0	0.0	0.0	
cg05452887	0.0	0.0	0.00467318740224437	0.0	cg05452887	NDUFA1	TSS1500	X	119005413	119005536		0.0	0.0	0.0	
cg18307604	0.0	0.0	0.0046752886798687	0.0	cg18307604	LAMP2	TSS200	X	119603221	119603344		0.0	0.0	0.0	
cg24139739	0.0	0.0	0.00467713868172017	0.0	cg24139739	EFNB1	TSS200	X	68048818	68048941		0.0	0.0	0.0	
cg05379196	0.0	0.0	0.00467794562775227	0.0	cg05379196	HMGB3	TSS200	X	150151580	150151703		0.0	0.0	0.0	
cg19666053	0.0	0.0	0.00468071964301603	0.0	cg19666053	SLC25A43	TSS200	X	73756189	73756312		0.0	0.0	0.0	
cg09790289	0.0	0.0	0.00468105638108938	0.0	cg09790289	PGK1	TSS200	X	77359560	77359683		0.0	0.0	0.0	
cg11329209	0.0	0.0	0.00471770723939414	0.0	cg11329209	FAM155B	TSS1500	X	68724047	68724170		0.0	0.0	0.0	
cg23251359	0.0	0.0	0.00472030831376344	0.0	cg23251359	DGKK	TSS1500	X	50214465	50214588		0.0	0.0	0.0	
cg27578568	0.0	0.0	0.00472094901394398	0.0	cg27578568	TTTY19	TSS200	Y	8572427	8572550		0.0	0.0	0.0	
cg24347720	0.0	0.0	0.00472715723603729	0.0	cg24347720	MAP7D3	TSS200	X	135333661	135333784		0.0	0.0	0.0	
cg02480419	0.0	0.0	0.00473102529419033	0.0	cg02480419	OTUD5	TSS1500	X	48815856	48815979		0.0	0.0	0.0	
cg06323885	0.0	0.0	0.00473318002370843	0.0	cg06323885	TCEAL1	TSS200	X	102883827	102883950		0.0	0.0	0.0	
cg12291192	0.0	0.0	0.00473334527778091	0.0	cg12291192	TBC1D25	TSS1500	X	48397840	48397963		0.0	0.0	0.0	
cg24888621	0.0	0.0	0.00474279040706458	0.0	cg24888621	DDX26B	TSS200	X	134654536	134654659		0.0	0.0	0.0	
cg19548593	0.0	0.0	0.00474491562773819	0.0	cg19548593	VBP1	TSS200	X	154444605	154444728		0.0	0.0	0.0	
cg16810342	0.0	0.0	0.00474804415049904	0.0	cg16810342	USP27X	TSS1500	X	49643947	49644070		0.0	0.0	0.0	
cg18396806	0.0	0.0	0.0047489322347505	0.0	cg18396806	FAM122C	TSS200	X	133941123	133941246		0.0	0.0	0.0	
cg12228772	0.0	0.0	0.00475774296469387	0.0	cg12228772	SPIN4	TSS200	X	62571231	62571354		0.0	0.0	0.0	
cg12707233	0.0	0.0	0.0047602022685965	0.0	cg12707233	WNK3	TSS1500	X	54384964	54385087		0.0	0.0	0.0	
cg08221357	0.0	0.0	0.00477043445559101	0.0	cg08221357	OTUD5	TSS1500	X	48815790	48815913		0.0	0.0	0.0	
cg05116966	0.0	0.0	0.00478228558184685	0.0	cg05116966	RNF128	TSS1500	X	105969622	105969745		0.0	0.0	0.0	
cg25528646	0.0	0.0	0.00479233518682635	0.0	cg25528646	GABRE	TSS200	X	151143302	151143425		0.0	0.0	0.0	
cg24546622	0.0	0.0	0.00479256665489609	0.0	cg24546622	SLC10A3	TSS1500	X	153719308	153719431		0.0	0.0	0.0	
cg27435491	0.0	0.0	0.00479424617236228	0.0	cg27435491	FAM3A	TSS200	X	153744582	153744705		0.0	0.0	0.0	
cg14258356	0.0	0.0	0.00479873829927482	0.0	cg14258356	ELK1	TSS200	X	47510110	47510233		0.0	0.0	0.0	
cg13682241	0.0	0.0	0.00479948490260968	0.0	cg13682241	RBMX	TSS200	X	135962950	135963073		0.0	0.0	0.0	
cg16894263	0.0	0.0	0.00480606739861889	0.0	cg16894263	LOC554203	TSS1500	X	129114959	129115082		0.0	0.0	0.0	
cg12456573	0.0	0.0	0.00481261822484933	0.0	cg12456573	SRY	TSS200	Y	6134650	6134773		0.0	0.0	0.0	
cg12158214	0.0	0.0	0.00481454153291976	0.0	cg12158214	FAM104B	TSS200	X	55187822	55187945		0.0	0.0	0.0	
cg21040109	0.0	0.0	0.00481710390175037	0.0	cg21040109	BEX4	TSS1500	X	139014368	139014491		0.0	0.0	0.0	
cg27389529	0.0	0.0	0.00482475064577989	0.0	cg27389529	PHF6	TSS1500	X	133507040	133507163		0.0	0.0	0.0	
cg09072865	0.0	0.0	0.0048266780409154	0.0	cg09072865	MORC4	TSS200	X	106243506	106243629		0.0	0.0	0.0	
cg09227616	0.0	0.0	0.00483477088981326	0.0	cg09227616	SYP	TSS1500	X	49056886	49057009		0.0	0.0	0.0	
cg01461762	0.0	0.0	0.00483826223820201	0.0	cg01461762	GLA	TSS1500	X	100663470	100663593		0.0	0.0	0.0	
cg27049643	0.0	0.0	0.00485034154543933	0.0	cg27049643	KDM5D	TSS200	Y	21906893	21907016		0.0	0.0	0.0	
cg07822777	0.0	0.0	0.00485436881081241	0.0	cg07822777	ESX1	TSS200	X	103499650	103499773		0.0	0.0	0.0	
cg21785054	0.0	0.0	0.0048718939596988	0.0	cg21785054	PRAF2	TSS200	X	48931699	48931822		0.0	0.0	0.0	
cg00018261	0.0	0.0	0.00488131127154337	0.0	cg00018261	ZCCHC12	TSS200	X	117957689	117957812		0.0	0.0	0.0	
cg24884420	0.0	0.0	0.00488148806280229	0.0	cg24884420	XKRX	TSS200	X	100184037	100184160		0.0	0.0	0.0	
cg16140952	0.0	0.0	0.00489326015931717	0.0	cg16140952	CHRDL1	TSS200	X	110039485	110039608		0.0	0.0	0.0	
cg17505944	0.0	0.0	0.00490314067748975	0.0	cg17505944	FAM50A	TSS1500	X	153671997	153672120		0.0	0.0	0.0	
cg19800913	0.0	0.0	0.00490341847797218	0.0	cg19800913	FAM127B	TSS200	X	134186228	134186351		0.0	0.0	0.0	
cg26936230	0.0	0.0	0.00491159898753318	0.0	cg26936230	SYN1	TSS1500	X	47479593	47479716		0.0	0.0	0.0	
cg15035437	0.0	0.0	0.00493508514773317	0.0	cg15035437	MIR2114	TSS1500	X	63005077	63005200		0.0	0.0	0.0	
cg07137581	0.0	0.0	0.00494143469624944	0.0	cg07137581	FAM123B	TSS200	X	63425776	63425899		0.0	0.0	0.0	
cg10347293	0.0	0.0	0.00494563241229506	0.0	cg10347293	ATP6AP2	TSS200	X	40440170	40440293		0.0	0.0	0.0	
cg25832410	0.0	0.0	0.00495215571330654	0.0	cg25832410	PDZD4	TSS200	X	153096039	153096162		0.0	0.0	0.0	
cg06469252	0.0	0.0	0.00496940517054953	0.0	cg06469252	GPR101	TSS200	X	136113985	136114108		0.0	0.0	0.0	
cg19068385	0.0	0.0	0.00496832227748048	0.0	cg19068385	PORCN	TSS1500	X	47483024	47483147		0.0	0.0	0.0	
cg26950400	0.0	0.0	0.00496918218561837	0.0	cg26950400	PRICKLE3	TSS1500	X	49043021	49043144		0.0	0.0	0.0	
cg02871887	0.0	0.0	0.0049731163632214	0.0	cg02871887	RPL10	TSS200	X	153626455	153626578		0.0	0.0	0.0	
cg10047502	0.0	0.0	0.00498229789027334	0.0	cg10047502	WDR44	TSS200	X	117479900	117480023		0.0	0.0	0.0	
cg20420363	0.0	0.0	0.00508440454587692	0.0	cg20420363	TFE3	TSS200	X	48901149	48901272		0.0	0.0	0.0	
cg10101479	0.0	0.0	0.00498775410720739	0.0	cg10101479	PRAF2	TSS200	X	48931790	48931913		0.0	0.0	0.0	
cg25402895	0.0	0.0	0.00499576453213467	0.0	cg25402895	ERCC6L	TSS1500	X	71459111	71459234		0.0	0.0	0.0	
cg27264374	0.0	0.0	0.00500595941705737	0.0	cg27264374	ARAF	TSS200	X	47420425	47420548		0.0	0.0	0.0	
cg17878446	0.0	0.0	0.00500722557067872	0.0	cg17878446	RBBP7	TSS1500	X	16889173	16889296		0.0	0.0	0.0	
cg06624970	0.0	0.0	0.00501621187814623	0.0	cg06624970	USP27X	TSS1500	X	49643941	49644064		0.0	0.0	0.0	
cg19525496	0.0	0.0	0.00502191156432887	0.0	cg19525496	NCRNA00086	TSS200	X	134555711	134555834		0.0	0.0	0.0	
cg05441864	0.0	0.0	0.0050270627079697	0.0	cg05441864	ACSL4	TSS1500	X	108976893	108977016		0.0	0.0	0.0	
cg27375748	0.0	0.0	0.00503629372137674	0.0	cg27375748	ARMCX5	TSS1500	X	101854121	101854244		0.0	0.0	0.0	
cg07902213	0.0	0.0	0.00503558125381504	0.0	cg07902213	THOC2	TSS200	X	122866969	122867092		0.0	0.0	0.0	
cg19963797	0.0	0.0	0.00508308020107292	0.0	cg19963797	ALG13	TSS1500	X	110924467	110924590		0.0	0.0	0.0	
cg07779434	0.0	0.0	0.00508388354798293	0.0	cg07779434	MOSPD2	TSS1500	X	14891349	14891472		0.0	0.0	0.0	
cg18828303	0.0	0.0	0.0050897807092057	0.0	cg18828303	MBTPS2	TSS200	X	21857598	21857721		0.0	0.0	0.0	
cg11870452	0.0	0.0	0.00509972370209401	0.0	cg11870452	FANCB	TSS1500	X	14891416	14891539		0.0	0.0	0.0	
cg01913024	0.0	0.0	0.00510470728824377	0.0	cg01913024	AIFM1	TSS1500	X	129300230	129300353		0.0	0.0	0.0	
cg12517811	0.0	0.0	0.00510640285232613	0.0	cg12517811	USP51	TSS1500	X	55516236	55516359		0.0	0.0	0.0	
cg04626171	0.0	0.0	0.00510746646317931	0.0	cg04626171	ELK1	TSS1500	X	47510405	47510528		0.0	0.0	0.0	
cg01062269	0.0	0.0	0.00511340671510906	0.0	cg01062269	TIMM8A	TSS200	X	100603843	100603966		0.0	0.0	0.0	
cg17849117	0.0	0.0	0.00512729517149712	0.0	cg17849117	HUWE1	TSS1500	X	53713883	53714006		0.0	0.0	0.0	
cg21762935	0.0	0.0	0.00513203880606953	0.0	cg21762935	IL1RAPL2	TSS1500	X	103810166	103810289		0.0	0.0	0.0	
cg00685925	0.0	0.0	0.00513371480256893	0.0	cg00685925	TBC1D25	TSS200	X	48398048	48398171		0.0	0.0	0.0	
cg16221895	0.0	0.0	0.00514289133298875	0.0	cg16221895	EDA	TSS200	X	68835891	68836014		0.0	0.0	0.0	
cg00212031	0.0	0.0	0.0051647579881995	0.0	cg00212031	TTTY14	TSS200	Y	21239348	21239471		0.0	0.0	0.0	
cg05134041	0.0	0.0	0.00517413526482914	0.0	cg05134041	POU3F4	TSS200	X	82763219	82763342		0.0	0.0	0.0	
cg00373606	0.0	0.0	0.00519025631264613	0.0	cg00373606	EFNB1	TSS200	X	68048660	68048783		0.0	0.0	0.0	
cg17934320	0.0	0.0	0.00519459917025373	0.0	cg17934320	PJA1	TSS200	X	68385435	68385558		0.0	0.0	0.0	
cg13304035	0.0	0.0	0.00524275705306134	0.0	cg13304035	MAP7D3	TSS200	X	135333674	135333797		0.0	0.0	0.0	
cg15579650	0.0	0.0	0.00523796427110696	0.0	cg15579650	GPRASP1	TSS200	X	101906119	101906242		0.0	0.0	0.0	
cg14388993	0.0	0.0	0.00523275035486625	0.0	cg14388993	ZNF41	TSS1500	X	47342690	47342813		0.0	0.0	0.0	
cg23323276	0.0	0.0	0.00525265974183541	0.0	cg23323276	FAM127B	TSS200	X	134186288	134186411		0.0	0.0	0.0	
cg13338084	0.0	0.0	0.00525725202945497	0.0	cg13338084	APLN	TSS200	X	128788977	128789100		0.0	0.0	0.0	
cg00823357	0.0	0.0	0.00526566366655823	0.0	cg00823357	EFNB1	TSS1500	X	68048563	68048686		0.0	0.0	0.0	
cg11005845	0.0	0.0	0.00527392111687681	0.0	cg11005845	LDOC1	TSS200	X	140271314	140271437		0.0	0.0	0.0	
cg13661397	0.0	0.0	0.00532785710151326	0.0	cg13661397	NET1	TSS200	10	5454459	5454582		0.0	0.0	0.0	
cg19505129	0.0	0.0	0.00529617419209218	0.0	cg19505129	KLF8	TSS200	X	56258695	56258818		0.0	0.0	0.0	
cg08314875	0.0	0.0	0.00529816179614082	0.0	cg08314875	DDX3Y	TSS1500	Y	15015601	15015724		0.0	0.0	0.0	
cg20207108	0.0	0.0	0.00530190746043351	0.0	cg20207108	GPRASP1	TSS200	X	101906181	101906304		0.0	0.0	0.0	
cg26261358	0.0	0.0	0.00530848308299095	0.0	cg26261358	GOLGA8B	TSS200	15	24043142	24043265		0.0	0.0	0.0	
cg20057595	0.0	0.0	0.00530890837437599	0.0	cg20057595	MAP3K7IP3	TSS1500	X	30907727	30907850		0.0	0.0	0.0	
cg04575501	0.0	0.0	0.00531159803073104	0.0	cg04575501	ZNF41	TSS1500	X	47342663	47342786		0.0	0.0	0.0	
cg03705894	0.0	0.0	0.00532808148533287	0.0	cg03705894	CLCN5	TSS200	X	49687068	49687191		0.0	0.0	0.0	
cg09655497	0.0	0.0	0.00533702204331479	0.0	cg09655497	TMEM164	TSS200	X	109246283	109246406		0.0	0.0	0.0	
cg14737574	0.0	0.0	0.00533885173376557	0.0	cg14737574	ZNF449	TSS200	X	134478512	134478635		0.0	0.0	0.0	
cg08964402	0.0	0.0	0.00534394129835778	0.0	cg08964402	ZBTB33	TSS200	X	119384409	119384532		0.0	0.0	0.0	
cg08408091	0.0	0.0	0.00535532736804552	0.0	cg08408091	FAM50A	TSS200	X	153672393	153672516		0.0	0.0	0.0	
cg14243895	0.0	0.0	0.00535719756402999	0.0	cg14243895	DCAF12L2	TSS200	X	125300078	125300201		0.0	0.0	0.0	
cg17571554	0.0	0.0	0.00535929900165378	0.0	cg17571554	DACH2	TSS200	X	85403296	85403419		0.0	0.0	0.0	
cg01777017	0.0	0.0	0.00536515200083872	0.0	cg01777017	FGF13	TSS1500	X	138287603	138287726		0.0	0.0	0.0	
cg13177658	0.0	0.0	0.0053675891569569	0.0	cg13177658	CSTF2	TSS1500	X	100074985	100075108		0.0	0.0	0.0	
cg24389217	0.0	0.0	0.005372376752384	0.0	cg24389217	APOOL	TSS200	X	84258886	84259009		0.0	0.0	0.0	
cg26738106	0.0	0.0	0.00537537957659118	0.0	cg26738106	MXRA5	TSS1500	X	3265038	3265161		0.0	0.0	0.0	
cg21903569	0.0	0.0	0.00539697629450589	0.0	cg21903569	TSC22D3	TSS200	X	129194322	129194445		0.0	0.0	0.0	
cg08437461	0.0	0.0	0.00540276326700694	0.0	cg08437461	WBP5	TSS200	X	102611373	102611496		0.0	0.0	0.0	
cg01212677	0.0	0.0	0.00540420628480096	0.0	cg01212677	PDK3	TSS200	X	24483290	24483413		0.0	0.0	0.0	
cg08593141	0.0	0.0	0.00540542985927072	0.0	cg08593141	DDX3Y	TSS200	Y	15866447	15866570		0.0	0.0	0.0	
cg02501924	0.0	0.0	0.00541551919947931	0.0	cg02501924	TSPAN6	TSS200	X	99891813	99891936		0.0	0.0	0.0	
cg04675306	0.0	0.0	0.00542414455476414	0.0	cg04675306	SLC9A6	TSS200	X	135067450	135067573		0.0	0.0	0.0	
cg04302178	0.0	0.0	0.005429412289614	0.0	cg04302178	XIAP	TSS200	X	122993941	122994064		0.0	0.0	0.0	
cg25571060	0.0	0.0	0.00544001283757245	0.0	cg25571060	PJA1	TSS200	X	68385381	68385504		0.0	0.0	0.0	
cg04665139	0.0	0.0	0.00544695776407546	0.0	cg04665139	PIGA	TSS200	X	15353772	15353895		0.0	0.0	0.0	
cg16626088	0.0	0.0	0.00545091257160056	0.0	cg16626088	SRPX	TSS200	X	38080219	38080342		0.0	0.0	0.0	
cg01555661	0.0	0.0	0.00546569230636051	0.0	cg01555661	NDUFB11	TSS200	X	47004645	47004768		0.0	0.0	0.0	
cg04297329	0.0	0.0	0.00548906405796975	0.0	cg04297329	NAP1L2	TSS200	X	72434720	72434843		0.0	0.0	0.0	
cg08118341	0.0	0.0	0.00549431668139601	0.0	cg08118341	PRAF2	TSS200	X	48931823	48931946		0.0	0.0	0.0	
cg01475387	0.0	0.0	0.00549667289416811	0.0	cg01475387	LANCL3	TSS200	X	37430689	37430812		0.0	0.0	0.0	
cg23323745	0.0	0.0	0.00551173411103108	0.0	cg23323745	ZNF81	TSS200	X	47696132	47696255		0.0	0.0	0.0	
cg16734817	0.0	0.0	0.00550205554686618	0.0	cg16734817	CLCN5	TSS200	X	49687071	49687194		0.0	0.0	0.0	
cg22526309	0.0	0.0	0.00551237067866796	0.0	cg22526309	PHKA2	TSS1500	X	19003316	19003439		0.0	0.0	0.0	
cg04010032	0.0	0.0	0.005550375274152	0.0	cg04010032	ELF4	TSS200	X	129244631	129244754		0.0	0.0	0.0	
cg13723766	0.0	0.0	0.00552375390882166	0.0	cg13723766	NKRF	TSS200	X	118739835	118739958		0.0	0.0	0.0	
cg06650546	0.0	0.0	0.00553296551629987	0.0	cg06650546	FAM9B	TSS200	X	136633004	136633127		0.0	0.0	0.0	
cg14098973	0.0	0.0	0.00554807928379397	0.0	cg14098973	SMEK3P	TSS200	X	128812233	128812356		0.0	0.0	0.0	
cg12440269	0.0	0.0	0.00555431456047326	0.0	cg12440269	RPL36A	TSS200	X	100645895	100646018		0.0	0.0	0.0	
cg26327984	0.0	0.0	0.00555059708151853	0.0	cg26327984	PPP1R2P9	TSS200	X	42637506	42637629		0.0	0.0	0.0	
cg17001703	0.0	0.0	0.00555522559638557	0.0	cg17001703	LAS1L	TSS200	X	64754863	64754986		0.0	0.0	0.0	
cg12501871	0.0	0.0	0.00555658663595892	0.0	cg12501871	PRRG1	TSS1500	X	37208277	37208400		0.0	0.0	0.0	
cg07464598	0.0	0.0	0.00556297859774638	0.0	cg07464598	ARAF	TSS200	X	47420411	47420534		0.0	0.0	0.0	
cg07951153	0.0	0.0	0.00556849319569099	0.0	cg07951153	CXorf39	TSS200	X	103411259	103411382		0.0	0.0	0.0	
